personid,gendername,racename,statename,incomebracket,lifeexp,year
11199,Male,Hispanics,Mississippi,75001andmore,75,2016
11200,Male,Hispanics,Mississippi,75001andmore,75,2017
11201,Male,Hispanics,Missouri,1to25000,74,2008
11202,Male,Hispanics,Missouri,1to25000,74,2009
11203,Male,Hispanics,Missouri,1to25000,74,2010
11204,Male,Hispanics,Missouri,1to25000,74,2011
11205,Male,Hispanics,Missouri,1to25000,74,2012
11206,Male,Hispanics,Missouri,1to25000,74,2013
11207,Male,Hispanics,Missouri,1to25000,74,2014
11208,Male,Hispanics,Missouri,1to25000,74,2015
11209,Male,Hispanics,Missouri,1to25000,74,2016
11210,Male,Hispanics,Missouri,1to25000,74,2017
11211,Male,Hispanics,Missouri,25000to50000,75,2008
11212,Male,Hispanics,Missouri,25000to50000,76,2009
11213,Male,Hispanics,Missouri,25000to50000,76,2010
11214,Male,Hispanics,Missouri,25000to50000,76,2011
11215,Male,Hispanics,Missouri,25000to50000,76,2012
11216,Male,Hispanics,Missouri,25000to50000,76,2013
11217,Male,Hispanics,Missouri,25000to50000,76,2014
11218,Male,Hispanics,Missouri,25000to50000,76,2015
11219,Male,Hispanics,Missouri,25000to50000,76,2016
11220,Male,Hispanics,Missouri,25000to50000,76,2017
11221,Male,Hispanics,Missouri,50001to75000,77,2008
11222,Male,Hispanics,Missouri,50001to75000,77,2009
11223,Male,Hispanics,Missouri,50001to75000,77,2010
11224,Male,Hispanics,Missouri,50001to75000,77,2011
11225,Male,Hispanics,Missouri,50001to75000,77,2012
11226,Male,Hispanics,Missouri,50001to75000,77,2013
11227,Male,Hispanics,Missouri,50001to75000,77,2014
11228,Male,Hispanics,Missouri,50001to75000,77,2015
11229,Male,Hispanics,Missouri,50001to75000,77,2016
11230,Male,Hispanics,Missouri,50001to75000,77,2017
11231,Male,Hispanics,Missouri,75001andmore,77,2008
11232,Male,Hispanics,Missouri,75001andmore,77,2009
11233,Male,Hispanics,Missouri,75001andmore,77,2010
11234,Male,Hispanics,Missouri,75001andmore,77,2011
11235,Male,Hispanics,Missouri,75001andmore,77,2012
11236,Male,Hispanics,Missouri,75001andmore,77,2013
11237,Male,Hispanics,Missouri,75001andmore,77,2014
11238,Male,Hispanics,Missouri,75001andmore,77,2015
11239,Male,Hispanics,Missouri,75001andmore,77,2016
11240,Male,Hispanics,Missouri,75001andmore,77,2017
11241,Male,Hispanics,Montana,1to25000,75,2008
11242,Male,Hispanics,Montana,1to25000,75,2009
11243,Male,Hispanics,Montana,1to25000,75,2010
11244,Male,Hispanics,Montana,1to25000,75,2011
11245,Male,Hispanics,Montana,1to25000,75,2012
11246,Male,Hispanics,Montana,1to25000,75,2013
11247,Male,Hispanics,Montana,1to25000,75,2014
11248,Male,Hispanics,Montana,1to25000,75,2015
11249,Male,Hispanics,Montana,1to25000,75,2016
11250,Male,Hispanics,Montana,1to25000,75,2017
11251,Male,Hispanics,Montana,25000to50000,76,2008
11252,Male,Hispanics,Montana,25000to50000,76,2009
11253,Male,Hispanics,Montana,25000to50000,76,2010
11254,Male,Hispanics,Montana,25000to50000,76,2011
11255,Male,Hispanics,Montana,25000to50000,76,2012
11256,Male,Hispanics,Montana,25000to50000,76,2013
11257,Male,Hispanics,Montana,25000to50000,76,2014
11258,Male,Hispanics,Montana,25000to50000,76,2015
11259,Male,Hispanics,Montana,25000to50000,76,2016
11260,Male,Hispanics,Montana,25000to50000,76,2017
11261,Male,Hispanics,Montana,50001to75000,78,2008
11262,Male,Hispanics,Montana,50001to75000,78,2009
11263,Male,Hispanics,Montana,50001to75000,78,2010
11264,Male,Hispanics,Montana,50001to75000,78,2011
11265,Male,Hispanics,Montana,50001to75000,78,2012
11266,Male,Hispanics,Montana,50001to75000,78,2013
11267,Male,Hispanics,Montana,50001to75000,78,2014
11268,Male,Hispanics,Montana,50001to75000,78,2015
11269,Male,Hispanics,Montana,50001to75000,78,2016
11270,Male,Hispanics,Montana,50001to75000,78,2017
11271,Male,Hispanics,Montana,75001andmore,77,2008
11272,Male,Hispanics,Montana,75001andmore,77,2009
11273,Male,Hispanics,Montana,75001andmore,77,2010
11274,Male,Hispanics,Montana,75001andmore,77,2011
11275,Male,Hispanics,Montana,75001andmore,77,2012
11276,Male,Hispanics,Montana,75001andmore,77,2013
11277,Male,Hispanics,Montana,75001andmore,77,2014
11278,Male,Hispanics,Montana,75001andmore,77,2015
11279,Male,Hispanics,Montana,75001andmore,77,2016
11280,Male,Hispanics,Montana,75001andmore,77,2017
11281,Male,Hispanics,Nebraska,1to25000,76,2008
11282,Male,Hispanics,Nebraska,1to25000,76,2009
11283,Male,Hispanics,Nebraska,1to25000,76,2010
11284,Male,Hispanics,Nebraska,1to25000,76,2011
11285,Male,Hispanics,Nebraska,1to25000,76,2012
11286,Male,Hispanics,Nebraska,1to25000,76,2013
11287,Male,Hispanics,Nebraska,1to25000,76,2014
11288,Male,Hispanics,Nebraska,1to25000,76,2015
11289,Male,Hispanics,Nebraska,1to25000,76,2016
11290,Male,Hispanics,Nebraska,1to25000,76,2017
11291,Male,Hispanics,Nebraska,25000to50000,77,2008
11292,Male,Hispanics,Nebraska,25000to50000,77,2009
11293,Male,Hispanics,Nebraska,25000to50000,77,2010
11294,Male,Hispanics,Nebraska,25000to50000,77,2011
11295,Male,Hispanics,Nebraska,25000to50000,77,2012
11296,Male,Hispanics,Nebraska,25000to50000,77,2013
11297,Male,Hispanics,Nebraska,25000to50000,77,2014
11298,Male,Hispanics,Nebraska,25000to50000,77,2015
11299,Male,Hispanics,Nebraska,25000to50000,77,2016
11300,Male,Hispanics,Nebraska,25000to50000,77,2017
11301,Male,Hispanics,Nebraska,50001to75000,78,2008
11302,Male,Hispanics,Nebraska,50001to75000,78,2009
11303,Male,Hispanics,Nebraska,50001to75000,78,2010
11304,Male,Hispanics,Nebraska,50001to75000,78,2011
11305,Male,Hispanics,Nebraska,50001to75000,78,2012
11306,Male,Hispanics,Nebraska,50001to75000,78,2013
11307,Male,Hispanics,Nebraska,50001to75000,78,2014
11308,Male,Hispanics,Nebraska,50001to75000,78,2015
11309,Male,Hispanics,Nebraska,50001to75000,78,2016
11310,Male,Hispanics,Nebraska,50001to75000,78,2017
11311,Male,Hispanics,Nebraska,75001andmore,79,2008
11312,Male,Hispanics,Nebraska,75001andmore,79,2009
11313,Male,Hispanics,Nebraska,75001andmore,79,2010
11314,Male,Hispanics,Nebraska,75001andmore,79,2011
11315,Male,Hispanics,Nebraska,75001andmore,79,2012
11316,Male,Hispanics,Nebraska,75001andmore,79,2013
11317,Male,Hispanics,Nebraska,75001andmore,79,2014
11318,Male,Hispanics,Nebraska,75001andmore,79,2015
11319,Male,Hispanics,Nebraska,75001andmore,79,2016
11320,Male,Hispanics,Nebraska,75001andmore,79,2017
11321,Male,Hispanics,Nevada,1to25000,74,2008
11322,Male,Hispanics,Nevada,1to25000,74,2009
11323,Male,Hispanics,Nevada,1to25000,74,2010
11324,Male,Hispanics,Nevada,1to25000,74,2011
11325,Male,Hispanics,Nevada,1to25000,74,2012
11326,Male,Hispanics,Nevada,1to25000,74,2013
11327,Male,Hispanics,Nevada,1to25000,74,2014
11328,Male,Hispanics,Nevada,1to25000,74,2015
11329,Male,Hispanics,Nevada,1to25000,74,2016
11330,Male,Hispanics,Nevada,1to25000,74,2017
11331,Male,Hispanics,Nevada,25000to50000,76,2008
11332,Male,Hispanics,Nevada,25000to50000,76,2009
11333,Male,Hispanics,Nevada,25000to50000,76,2010
11334,Male,Hispanics,Nevada,25000to50000,76,2011
11335,Male,Hispanics,Nevada,25000to50000,76,2012
11336,Male,Hispanics,Nevada,25000to50000,76,2013
11337,Male,Hispanics,Nevada,25000to50000,76,2014
11338,Male,Hispanics,Nevada,25000to50000,76,2015
11339,Male,Hispanics,Nevada,25000to50000,76,2016
11340,Male,Hispanics,Nevada,25000to50000,76,2017
11341,Male,Hispanics,Nevada,50001to75000,75,2008
11342,Male,Hispanics,Nevada,50001to75000,75,2009
11343,Male,Hispanics,Nevada,50001to75000,75,2010
11344,Male,Hispanics,Nevada,50001to75000,75,2011
11345,Male,Hispanics,Nevada,50001to75000,75,2012
11346,Male,Hispanics,Nevada,50001to75000,75,2013
11347,Male,Hispanics,Nevada,50001to75000,75,2014
11348,Male,Hispanics,Nevada,50001to75000,75,2015
11349,Male,Hispanics,Nevada,50001to75000,75,2016
11350,Male,Hispanics,Nevada,50001to75000,75,2017
11351,Male,Hispanics,Nevada,75001andmore,77,2008
11352,Male,Hispanics,Nevada,75001andmore,77,2009
11353,Male,Hispanics,Nevada,75001andmore,77,2010
11354,Male,Hispanics,Nevada,75001andmore,77,2011
11355,Male,Hispanics,Nevada,75001andmore,77,2012
11356,Male,Hispanics,Nevada,75001andmore,77,2013
11357,Male,Hispanics,Nevada,75001andmore,77,2014
11358,Male,Hispanics,Nevada,75001andmore,77,2015
11359,Male,Hispanics,Nevada,75001andmore,77,2016
11360,Male,Hispanics,Nevada,75001andmore,77,2017
11361,Male,Hispanics,"New Hampshire",1to25000,76,2008
11362,Male,Hispanics,"New Hampshire",1to25000,76,2009
11363,Male,Hispanics,"New Hampshire",1to25000,76,2010
11364,Male,Hispanics,"New Hampshire",1to25000,76,2011
11365,Male,Hispanics,"New Hampshire",1to25000,76,2012
11366,Male,Hispanics,"New Hampshire",1to25000,76,2013
11367,Male,Hispanics,"New Hampshire",1to25000,76,2014
11368,Male,Hispanics,"New Hampshire",1to25000,76,2015
11369,Male,Hispanics,"New Hampshire",1to25000,76,2016
11370,Male,Hispanics,"New Hampshire",1to25000,76,2017
11371,Male,Hispanics,"New Hampshire",25000to50000,77,2008
11372,Male,Hispanics,"New Hampshire",25000to50000,77,2009
11373,Male,Hispanics,"New Hampshire",25000to50000,77,2010
11374,Male,Hispanics,"New Hampshire",25000to50000,77,2011
11375,Male,Hispanics,"New Hampshire",25000to50000,77,2012
11376,Male,Hispanics,"New Hampshire",25000to50000,77,2013
11377,Male,Hispanics,"New Hampshire",25000to50000,77,2014
11378,Male,Hispanics,"New Hampshire",25000to50000,77,2015
11379,Male,Hispanics,"New Hampshire",25000to50000,77,2016
11380,Male,Hispanics,"New Hampshire",25000to50000,77,2017
11381,Male,Hispanics,"New Hampshire",50001to75000,78,2008
11382,Male,Hispanics,"New Hampshire",50001to75000,78,2009
11383,Male,Hispanics,"New Hampshire",50001to75000,78,2010
11384,Male,Hispanics,"New Hampshire",50001to75000,78,2011
11385,Male,Hispanics,"New Hampshire",50001to75000,78,2012
11386,Male,Hispanics,"New Hampshire",50001to75000,78,2013
11387,Male,Hispanics,"New Hampshire",50001to75000,78,2014
11388,Male,Hispanics,"New Hampshire",50001to75000,78,2015
11389,Male,Hispanics,"New Hampshire",50001to75000,78,2016
11390,Male,Hispanics,"New Hampshire",50001to75000,78,2017
11391,Male,Hispanics,"New Hampshire",75001andmore,78,2008
11392,Male,Hispanics,"New Hampshire",75001andmore,78,2009
11393,Male,Hispanics,"New Hampshire",75001andmore,78,2010
11394,Male,Hispanics,"New Hampshire",75001andmore,78,2011
11395,Male,Hispanics,"New Hampshire",75001andmore,78,2012
11396,Male,Hispanics,"New Hampshire",75001andmore,78,2013
11397,Male,Hispanics,"New Hampshire",75001andmore,78,2014
11398,Male,Hispanics,"New Hampshire",75001andmore,78,2015
11399,Male,Hispanics,"New Hampshire",75001andmore,78,2016
11400,Male,Hispanics,"New Hampshire",75001andmore,78,2017
11401,Male,Hispanics,"New Jersey",1to25000,74,2008
11402,Male,Hispanics,"New Jersey",1to25000,74,2009
11403,Male,Hispanics,"New Jersey",1to25000,74,2010
11404,Male,Hispanics,"New Jersey",1to25000,74,2011
11405,Male,Hispanics,"New Jersey",1to25000,74,2012
11406,Male,Hispanics,"New Jersey",1to25000,74,2013
11407,Male,Hispanics,"New Jersey",1to25000,74,2014
11408,Male,Hispanics,"New Jersey",1to25000,74,2015
11409,Male,Hispanics,"New Jersey",1to25000,74,2016
11410,Male,Hispanics,"New Jersey",1to25000,74,2017
11411,Male,Hispanics,"New Jersey",25000to50000,76,2008
11412,Male,Hispanics,"New Jersey",25000to50000,76,2009
11413,Male,Hispanics,"New Jersey",25000to50000,76,2010
11414,Male,Hispanics,"New Jersey",25000to50000,76,2011
11415,Male,Hispanics,"New Jersey",25000to50000,76,2012
11416,Male,Hispanics,"New Jersey",25000to50000,76,2013
11417,Male,Hispanics,"New Jersey",25000to50000,76,2014
11418,Male,Hispanics,"New Jersey",25000to50000,76,2015
11419,Male,Hispanics,"New Jersey",25000to50000,76,2016
11420,Male,Hispanics,"New Jersey",25000to50000,76,2017
11421,Male,Hispanics,"New Jersey",50001to75000,76,2008
11422,Male,Hispanics,"New Jersey",50001to75000,76,2009
11423,Male,Hispanics,"New Jersey",50001to75000,76,2010
11424,Male,Hispanics,"New Jersey",50001to75000,76,2011
11425,Male,Hispanics,"New Jersey",50001to75000,76,2012
11426,Male,Hispanics,"New Jersey",50001to75000,76,2013
11427,Male,Hispanics,"New Jersey",50001to75000,76,2014
11428,Male,Hispanics,"New Jersey",50001to75000,76,2015
11429,Male,Hispanics,"New Jersey",50001to75000,76,2016
11430,Male,Hispanics,"New Jersey",50001to75000,76,2017
11431,Male,Hispanics,"New Jersey",75001andmore,77,2008
11432,Male,Hispanics,"New Jersey",75001andmore,77,2009
11433,Male,Hispanics,"New Jersey",75001andmore,77,2010
11434,Male,Hispanics,"New Jersey",75001andmore,77,2011
11435,Male,Hispanics,"New Jersey",75001andmore,77,2012
11436,Male,Hispanics,"New Jersey",75001andmore,77,2013
11437,Male,Hispanics,"New Jersey",75001andmore,77,2014
11438,Male,Hispanics,"New Jersey",75001andmore,77,2015
11439,Male,Hispanics,"New Jersey",75001andmore,77,2016
11440,Male,Hispanics,"New Jersey",75001andmore,77,2017
11441,Male,Hispanics,"New Mexico",1to25000,75,2008
11442,Male,Hispanics,"New Mexico",1to25000,75,2009
11443,Male,Hispanics,"New Mexico",1to25000,75,2010
11444,Male,Hispanics,"New Mexico",1to25000,75,2011
11445,Male,Hispanics,"New Mexico",1to25000,75,2012
11446,Male,Hispanics,"New Mexico",1to25000,75,2013
11447,Male,Hispanics,"New Mexico",1to25000,75,2014
11448,Male,Hispanics,"New Mexico",1to25000,75,2015
11449,Male,Hispanics,"New Mexico",1to25000,75,2016
11450,Male,Hispanics,"New Mexico",1to25000,75,2017
11451,Male,Hispanics,"New Mexico",25000to50000,76,2008
11452,Male,Hispanics,"New Mexico",25000to50000,76,2009
11453,Male,Hispanics,"New Mexico",25000to50000,76,2010
11454,Male,Hispanics,"New Mexico",25000to50000,76,2011
11455,Male,Hispanics,"New Mexico",25000to50000,76,2012
11456,Male,Hispanics,"New Mexico",25000to50000,76,2013
11457,Male,Hispanics,"New Mexico",25000to50000,76,2014
11458,Male,Hispanics,"New Mexico",25000to50000,76,2015
11459,Male,Hispanics,"New Mexico",25000to50000,76,2016
11460,Male,Hispanics,"New Mexico",25000to50000,76,2017
11461,Male,Hispanics,"New Mexico",50001to75000,77,2008
11462,Male,Hispanics,"New Mexico",50001to75000,77,2009
11463,Male,Hispanics,"New Mexico",50001to75000,77,2010
11464,Male,Hispanics,"New Mexico",50001to75000,77,2011
11465,Male,Hispanics,"New Mexico",50001to75000,77,2012
11466,Male,Hispanics,"New Mexico",50001to75000,77,2013
11467,Male,Hispanics,"New Mexico",50001to75000,77,2014
11468,Male,Hispanics,"New Mexico",50001to75000,77,2015
11469,Male,Hispanics,"New Mexico",50001to75000,77,2016
11470,Male,Hispanics,"New Mexico",50001to75000,77,2017
11471,Male,Hispanics,"New Mexico",75001andmore,78,2008
11472,Male,Hispanics,"New Mexico",75001andmore,78,2009
11473,Male,Hispanics,"New Mexico",75001andmore,78,2010
11474,Male,Hispanics,"New Mexico",75001andmore,78,2011
11475,Male,Hispanics,"New Mexico",75001andmore,78,2012
11476,Male,Hispanics,"New Mexico",75001andmore,78,2013
11477,Male,Hispanics,"New Mexico",75001andmore,78,2014
11478,Male,Hispanics,"New Mexico",75001andmore,78,2015
11479,Male,Hispanics,"New Mexico",75001andmore,78,2016
11480,Male,Hispanics,"New Mexico",75001andmore,78,2017
11481,Male,Hispanics,"New York",1to25000,75,2008
11482,Male,Hispanics,"New York",1to25000,75,2009
11483,Male,Hispanics,"New York",1to25000,75,2010
11484,Male,Hispanics,"New York",1to25000,75,2011
11485,Male,Hispanics,"New York",1to25000,75,2012
11486,Male,Hispanics,"New York",1to25000,75,2013
11487,Male,Hispanics,"New York",1to25000,75,2014
11488,Male,Hispanics,"New York",1to25000,75,2015
11489,Male,Hispanics,"New York",1to25000,75,2016
11490,Male,Hispanics,"New York",1to25000,75,2017
11491,Male,Hispanics,"New York",25000to50000,75,2008
11492,Male,Hispanics,"New York",25000to50000,75,2009
11493,Male,Hispanics,"New York",25000to50000,75,2010
11494,Male,Hispanics,"New York",25000to50000,75,2011
11495,Male,Hispanics,"New York",25000to50000,75,2012
11496,Male,Hispanics,"New York",25000to50000,75,2013
11497,Male,Hispanics,"New York",25000to50000,75,2014
11498,Male,Hispanics,"New York",25000to50000,75,2015
11499,Male,Hispanics,"New York",25000to50000,75,2016
11500,Male,Hispanics,"New York",25000to50000,75,2017
11501,Male,Hispanics,"New York",50001to75000,76,2008
11502,Male,Hispanics,"New York",50001to75000,76,2009
11503,Male,Hispanics,"New York",50001to75000,76,2010
11504,Male,Hispanics,"New York",50001to75000,76,2011
11505,Male,Hispanics,"New York",50001to75000,76,2012
11506,Male,Hispanics,"New York",50001to75000,76,2013
11507,Male,Hispanics,"New York",50001to75000,76,2014
11508,Male,Hispanics,"New York",50001to75000,76,2015
11509,Male,Hispanics,"New York",50001to75000,76,2016
11510,Male,Hispanics,"New York",50001to75000,76,2017
11511,Male,Hispanics,"New York",75001andmore,77,2008
11512,Male,Hispanics,"New York",75001andmore,77,2009
11513,Male,Hispanics,"New York",75001andmore,77,2010
11514,Male,Hispanics,"New York",75001andmore,77,2011
11515,Male,Hispanics,"New York",75001andmore,77,2012
11516,Male,Hispanics,"New York",75001andmore,77,2013
11517,Male,Hispanics,"New York",75001andmore,77,2014
11518,Male,Hispanics,"New York",75001andmore,77,2015
11519,Male,Hispanics,"New York",75001andmore,77,2016
11520,Male,Hispanics,"New York",75001andmore,77,2017
11521,Male,Hispanics,"North Carolina",1to25000,74,2008
11522,Male,Hispanics,"North Carolina",1to25000,74,2009
11523,Male,Hispanics,"North Carolina",1to25000,74,2010
11524,Male,Hispanics,"North Carolina",1to25000,74,2011
11525,Male,Hispanics,"North Carolina",1to25000,74,2012
11526,Male,Hispanics,"North Carolina",1to25000,74,2013
11527,Male,Hispanics,"North Carolina",1to25000,74,2014
11528,Male,Hispanics,"North Carolina",1to25000,74,2015
11529,Male,Hispanics,"North Carolina",1to25000,74,2016
11530,Male,Hispanics,"North Carolina",1to25000,74,2017
11531,Male,Hispanics,"North Carolina",25000to50000,75,2008
11532,Male,Hispanics,"North Carolina",25000to50000,75,2009
11533,Male,Hispanics,"North Carolina",25000to50000,75,2010
11534,Male,Hispanics,"North Carolina",25000to50000,75,2011
11535,Male,Hispanics,"North Carolina",25000to50000,75,2012
11536,Male,Hispanics,"North Carolina",25000to50000,75,2013
11537,Male,Hispanics,"North Carolina",25000to50000,75,2014
11538,Male,Hispanics,"North Carolina",25000to50000,75,2015
11539,Male,Hispanics,"North Carolina",25000to50000,75,2016
11540,Male,Hispanics,"North Carolina",25000to50000,75,2017
11541,Male,Hispanics,"North Carolina",50001to75000,76,2008
11542,Male,Hispanics,"North Carolina",50001to75000,76,2009
11543,Male,Hispanics,"North Carolina",50001to75000,76,2010
11544,Male,Hispanics,"North Carolina",50001to75000,76,2011
11545,Male,Hispanics,"North Carolina",50001to75000,76,2012
11546,Male,Hispanics,"North Carolina",50001to75000,76,2013
11547,Male,Hispanics,"North Carolina",50001to75000,76,2014
11548,Male,Hispanics,"North Carolina",50001to75000,76,2015
11549,Male,Hispanics,"North Carolina",50001to75000,76,2016
11550,Male,Hispanics,"North Carolina",50001to75000,76,2017
11551,Male,Hispanics,"North Carolina",75001andmore,77,2008
11552,Male,Hispanics,"North Carolina",75001andmore,77,2009
11553,Male,Hispanics,"North Carolina",75001andmore,77,2010
11554,Male,Hispanics,"North Carolina",75001andmore,77,2011
11555,Male,Hispanics,"North Carolina",75001andmore,77,2012
11556,Male,Hispanics,"North Carolina",75001andmore,77,2013
11557,Male,Hispanics,"North Carolina",75001andmore,77,2014
11558,Male,Hispanics,"North Carolina",75001andmore,77,2015
11559,Male,Hispanics,"North Carolina",75001andmore,77,2016
11560,Male,Hispanics,"North Carolina",75001andmore,77,2017
11561,Male,Hispanics,"North Dakota",1to25000,77,2008
11562,Male,Hispanics,"North Dakota",1to25000,77,2009
11563,Male,Hispanics,"North Dakota",1to25000,77,2010
11564,Male,Hispanics,"North Dakota",1to25000,77,2011
11565,Male,Hispanics,"North Dakota",1to25000,77,2012
11566,Male,Hispanics,"North Dakota",1to25000,77,2013
11567,Male,Hispanics,"North Dakota",1to25000,77,2014
11568,Male,Hispanics,"North Dakota",1to25000,77,2015
11569,Male,Hispanics,"North Dakota",1to25000,77,2016
11570,Male,Hispanics,"North Dakota",1to25000,77,2017
11571,Male,Hispanics,"North Dakota",25000to50000,76,2008
11572,Male,Hispanics,"North Dakota",25000to50000,76,2009
11573,Male,Hispanics,"North Dakota",25000to50000,76,2010
11574,Male,Hispanics,"North Dakota",25000to50000,76,2011
11575,Male,Hispanics,"North Dakota",25000to50000,76,2012
11576,Male,Hispanics,"North Dakota",25000to50000,76,2013
11577,Male,Hispanics,"North Dakota",25000to50000,76,2014
11578,Male,Hispanics,"North Dakota",25000to50000,76,2015
11579,Male,Hispanics,"North Dakota",25000to50000,76,2016
11580,Male,Hispanics,"North Dakota",25000to50000,76,2017
11581,Male,Hispanics,"North Dakota",50001to75000,77,2008
11582,Male,Hispanics,"North Dakota",50001to75000,77,2009
11583,Male,Hispanics,"North Dakota",50001to75000,77,2010
11584,Male,Hispanics,"North Dakota",50001to75000,77,2011
11585,Male,Hispanics,"North Dakota",50001to75000,77,2012
11586,Male,Hispanics,"North Dakota",50001to75000,77,2013
11587,Male,Hispanics,"North Dakota",50001to75000,77,2014
11588,Male,Hispanics,"North Dakota",50001to75000,77,2015
11589,Male,Hispanics,"North Dakota",50001to75000,77,2016
11590,Male,Hispanics,"North Dakota",50001to75000,77,2017
11591,Male,Hispanics,"North Dakota",75001andmore,79,2008
11592,Male,Hispanics,"North Dakota",75001andmore,79,2009
11593,Male,Hispanics,"North Dakota",75001andmore,79,2010
11594,Male,Hispanics,"North Dakota",75001andmore,79,2011
11595,Male,Hispanics,"North Dakota",75001andmore,79,2012
11596,Male,Hispanics,"North Dakota",75001andmore,79,2013
11597,Male,Hispanics,"North Dakota",75001andmore,79,2014
11598,Male,Hispanics,"North Dakota",75001andmore,79,2015
11599,Male,Hispanics,"North Dakota",75001andmore,79,2016
11600,Male,Hispanics,"North Dakota",75001andmore,79,2017
11601,Male,Hispanics,Ohio,1to25000,74,2008
11602,Male,Hispanics,Ohio,1to25000,74,2009
11603,Male,Hispanics,Ohio,1to25000,74,2010
11604,Male,Hispanics,Ohio,1to25000,74,2011
11605,Male,Hispanics,Ohio,1to25000,74,2012
11606,Male,Hispanics,Ohio,1to25000,74,2013
11607,Male,Hispanics,Ohio,1to25000,74,2014
11608,Male,Hispanics,Ohio,1to25000,74,2015
11609,Male,Hispanics,Ohio,1to25000,74,2016
11610,Male,Hispanics,Ohio,1to25000,74,2017
11611,Male,Hispanics,Ohio,25000to50000,76,2008
11612,Male,Hispanics,Ohio,25000to50000,76,2009
11613,Male,Hispanics,Ohio,25000to50000,76,2010
11614,Male,Hispanics,Ohio,25000to50000,76,2011
11615,Male,Hispanics,Ohio,25000to50000,76,2012
11616,Male,Hispanics,Ohio,25000to50000,76,2013
11617,Male,Hispanics,Ohio,25000to50000,76,2014
11618,Male,Hispanics,Ohio,25000to50000,76,2015
11619,Male,Hispanics,Ohio,25000to50000,76,2016
11620,Male,Hispanics,Ohio,25000to50000,76,2017
11621,Male,Hispanics,Ohio,50001to75000,77,2008
11622,Male,Hispanics,Ohio,50001to75000,77,2009
11623,Male,Hispanics,Ohio,50001to75000,77,2010
11624,Male,Hispanics,Ohio,50001to75000,77,2011
11625,Male,Hispanics,Ohio,50001to75000,77,2012
11626,Male,Hispanics,Ohio,50001to75000,77,2013
11627,Male,Hispanics,Ohio,50001to75000,77,2014
11628,Male,Hispanics,Ohio,50001to75000,77,2015
11629,Male,Hispanics,Ohio,50001to75000,77,2016
11630,Male,Hispanics,Ohio,50001to75000,77,2017
11631,Male,Hispanics,Ohio,75001andmore,77,2008
11632,Male,Hispanics,Ohio,75001andmore,77,2009
11633,Male,Hispanics,Ohio,75001andmore,77,2010
11634,Male,Hispanics,Ohio,75001andmore,77,2011
11635,Male,Hispanics,Ohio,75001andmore,77,2012
11636,Male,Hispanics,Ohio,75001andmore,77,2013
11637,Male,Hispanics,Ohio,75001andmore,77,2014
11638,Male,Hispanics,Ohio,75001andmore,77,2015
11639,Male,Hispanics,Ohio,75001andmore,77,2016
11640,Male,Hispanics,Ohio,75001andmore,77,2017
11641,Male,Hispanics,Oklahoma,1to25000,74,2008
11642,Male,Hispanics,Oklahoma,1to25000,74,2009
11643,Male,Hispanics,Oklahoma,1to25000,74,2010
11644,Male,Hispanics,Oklahoma,1to25000,74,2011
11645,Male,Hispanics,Oklahoma,1to25000,74,2012
11646,Male,Hispanics,Oklahoma,1to25000,74,2013
11647,Male,Hispanics,Oklahoma,1to25000,74,2014
11648,Male,Hispanics,Oklahoma,1to25000,74,2015
11649,Male,Hispanics,Oklahoma,1to25000,74,2016
11650,Male,Hispanics,Oklahoma,1to25000,74,2017
11651,Male,Hispanics,Oklahoma,25000to50000,75,2008
11652,Male,Hispanics,Oklahoma,25000to50000,75,2009
11653,Male,Hispanics,Oklahoma,25000to50000,75,2010
11654,Male,Hispanics,Oklahoma,25000to50000,75,2011
11655,Male,Hispanics,Oklahoma,25000to50000,75,2012
11656,Male,Hispanics,Oklahoma,25000to50000,75,2013
11657,Male,Hispanics,Oklahoma,25000to50000,75,2014
11658,Male,Hispanics,Oklahoma,25000to50000,75,2015
11659,Male,Hispanics,Oklahoma,25000to50000,75,2016
11660,Male,Hispanics,Oklahoma,25000to50000,75,2017
11661,Male,Hispanics,Oklahoma,50001to75000,76,2008
11662,Male,Hispanics,Oklahoma,50001to75000,76,2009
11663,Male,Hispanics,Oklahoma,50001to75000,76,2010
11664,Male,Hispanics,Oklahoma,50001to75000,76,2011
11665,Male,Hispanics,Oklahoma,50001to75000,76,2012
11666,Male,Hispanics,Oklahoma,50001to75000,76,2013
11667,Male,Hispanics,Oklahoma,50001to75000,76,2014
11668,Male,Hispanics,Oklahoma,50001to75000,76,2015
11669,Male,Hispanics,Oklahoma,50001to75000,76,2016
11670,Male,Hispanics,Oklahoma,50001to75000,76,2017
11671,Male,Hispanics,Oklahoma,75001andmore,76,2008
11672,Male,Hispanics,Oklahoma,75001andmore,76,2009
11673,Male,Hispanics,Oklahoma,75001andmore,76,2010
11674,Male,Hispanics,Oklahoma,75001andmore,76,2011
11675,Male,Hispanics,Oklahoma,75001andmore,76,2012
11676,Male,Hispanics,Oklahoma,75001andmore,76,2013
11677,Male,Hispanics,Oklahoma,75001andmore,76,2014
11678,Male,Hispanics,Oklahoma,75001andmore,76,2015
11679,Male,Hispanics,Oklahoma,75001andmore,76,2016
11680,Male,Hispanics,Oklahoma,75001andmore,76,2017
11681,Male,Hispanics,Oregon,1to25000,75,2008
11682,Male,Hispanics,Oregon,1to25000,75,2009
11683,Male,Hispanics,Oregon,1to25000,75,2010
11684,Male,Hispanics,Oregon,1to25000,75,2011
